Country,Year,Temp_Max,Temp_Min,Temp_Mean,Precipitation_Sum,Windspeed_Max,Windgusts_Max,Sunshine_Duration,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,cement_co2,population,Country Code,tree_cover_extent_2000__ha,area__ha,tree_cover_loss__ha,gross_emissions_co2e_all_gases__Mg,pct_tree_cover_2000,pct_loss_vs_extent,co2_per_capita_calc,co2_growth_abs,co2_growth_prct,co2_change_pct,deforestation_pct,temp_anomaly
Tanzania,2017,34,13.4,23.30301369863014,487.3,28.5,52.2,3901.7923333333333,13.682,0.246,1.363,7.979,2.712,1.627,55652888,TZA,26405606.71,94052972.43,194869.3201,69627981.92,28.075249540521085,0.7379846342489134,0.24584528299771252,0.035,0.2564666227009571,0.2564666227009571,0.7379846342489134,0.6000649749232778
Tanzania,2018,33.5,12.5,22.25397260273973,768.4,28.5,56.9,3719.0383944444447,14.41,0.251,1.333,8.187,3.143,1.747,57437134,TZA,26405606.71,94052972.43,171703.4248,60818654.28,28.075249540521085,0.6502536627381283,0.2508829914807379,0.7279999999999998,5.320859523461485,5.320859523461485,0.6502536627381283,-0.448976121
Tanzania,2019,33.3,12.7,23.11287671232877,832,30.3,60.8,3803.5034444444445,16.377,0.277,1.572,8.891,3.39,2.524,59174889,TZA,26405606.71,94052972.43,142771.0136,51708241.67,28.075249540521085,0.5406844658711498,0.2767559057018256,1.9669999999999987,13.65024289,13.65024289,0.5406844658711498,0.4099279886219094
Tanzania,2020,32.9,11.8,21.96065573770492,1238.8,27.8,53.6,3758.9179444444444,16.25,0.267,1.531,9.169,3.033,2.517,60972801,TZA,26405606.71,94052972.43,186208.9547,69947245,28.075249540521085,0.7051871852256334,0.26651227651490045,-0.127,-0.775477804,-0.775477804,0.7051871852256334,-0.742292986
Tanzania,2021,34.5,11.4,22.68739726027397,540.5,28.9,53.6,3868.282541666667,18.267,0.291,2.074,10.226,3.448,2.519,62830413,TZA,26405606.71,94052972.43,165067.5453,65334727.84,28.075249540521085,0.6251230926554991,0.29073499803351605,2.0169999999999995,12.412307692307678,12.412307692307678,0.6251230926554991,-0.015551463
Tanzania,2022,33.4,12.6,22.54493150684932,587.7,27.6,51.5,3792.3303694444444,17.736,0.274,2.276,9.254,3.687,2.519,64711821,TZA,26405606.71,94052972.43,160656.6694,63981136.69,28.075249540521085,0.6084187769832916,0.2740766636747867,-0.531,-2.906881261,-2.906881261,0.6084187769832916,-0.158017217
Tanzania,2023,35.5,13.2,23.04739726027397,757.4,28.8,54.7,3880.556016666667,18.066,0.271,2.54,9.209,3.798,2.519,66617607,TZA,26405606.71,94052972.43,229024.8011,90072903.77,28.075249540521085,0.8673339856011208,0.27118956704644165,0.3299999999999983,1.8606224627875312,1.8606224627875312,0.8673339856011208,0.3444485365671106
Thailand,2001,37.1,14.2,26.654520547945204,1520.2,24.7,55.1,3500.030891666667,172.267,2.706,36.81,75.165,42.534,17.47,63651139,THA,19955448.41,51393933.81,36092.89513,19745119.62,38.82841209192895,0.1808673721003095,2.7064244679109355,,,,0.1808673721003095,-0.155001572
Thailand,2002,37.5,14.8,26.811780821917807,1787.4,24.1,61.6,3474.3085166666665,184.665,2.873,39.244,78.938,46.469,19.739,64266431,THA,19955448.41,51393933.81,60879.86595,33420706.3,38.82841209192895,0.3050789172920419,2.8734285866909275,12.397999999999996,7.196967498127904,7.196967498127904,0.30507891729204195,0.002258702
Thailand,2003,37.9,14.6,26.77917808219178,1351.5,25.1,52.2,3613.0407083333334,191.088,2.946,39.903,83.86,49.47,17.49,64868164,THA,19955448.41,51393933.81,58435.71847,31889082.57,38.82841209192895,0.2928308964519028,2.9457901722021913,6.423000000000002,3.478190236373968,3.478190236373968,0.29283089645190286,-0.030344038
